2007-05-29 10:08:20,13.26809,52.509
2007-05-29 10:08:22,13.26866,52.509
2007-05-29 10:08:24,13.26923,52.509
2007-05-29 10:08:26,13.2698,52.50907
2007-05-29 10:08:28,13.27037,52.50911
2007-05-29 10:08:30,13.27093,52.50914
2007-05-29 10:08:31,13.27126,52.50917
2007-05-29 10:08:33,13.27148,52.50948
2007-05-29 10:08:35,13.27169,52.50978
2007-05-29 10:08:36,13.27178,52.50991
2007-05-29 10:08:38,13.27229,52.50982
2007-05-29 10:08:40,13.27284,52.50973
2007-05-29 10:08:42,13.2734,52.50965
2007-05-29 10:08:44,13.27389,52.50957
2007-05-29 10:08:46,13.27412,52.50953
2007-05-29 10:08:48,13.27418,52.50967
2007-05-29 10:08:50,13.27425,52.50981
2007-05-29 10:08:52,13.27432,52.51
2007-05-29 10:08:54,13.27439,52.5101
2007-05-29 10:08:56,13.27446,52.51024
2007-05-29 10:08:58,13.27453,52.51039
2007-05-29 10:09:00,13.2746,52.51053
2007-05-29 10:09:02,13.27467,52.51068
2007-05-29 10:09:04,13.27474,52.51082
2007-05-29 10:09:06,13.27481,52.511
2007-05-29 10:09:08,13.27488,52.51111
2007-05-29 10:09:10,13.275,52.51125
2007-05-29 10:09:12,13.275,52.51139
2007-05-29 10:09:14,13.27509,52.51154
2007-05-29 10:09:16,13.27516,52.51168
2007-05-29 10:09:18,13.27523,52.51182
2007-05-29 10:09:20,13.2753,52.512
2007-05-29 10:09:22,13.27537,52.51211
2007-05-29 10:09:24,13.27544,52.51226
2007-05-29 10:09:26,13.27551,52.5124
2007-05-29 10:09:28,13.27558,52.51254
2007-05-29 10:09:29,13.27562,52.51262
2007-05-29 10:09:31,13.27574,52.5126
2007-05-29 10:09:33,13.27607,52.51254
2007-05-29 10:09:35,13.27647,52.51248
2007-05-29 10:09:37,13.27686,52.51241
2007-05-29 10:09:38,13.27692,52.5124
2007-05-29 10:09:39,13.27686,52.51241
2007-05-29 10:09:40,13.2768,52.51242
2007-05-29 10:09:42,13.27646,52.51248
2007-05-29 10:09:44,13.27607,52.51254
2007-05-29 10:09:46,13.27567,52.51261
2007-05-29 10:09:47,13.27562,52.51262
2007-05-29 10:09:49,13.27555,52.51248
2007-05-29 10:09:51,13.27548,52.51233
2007-05-29 10:09:53,13.27541,52.51219
2007-05-29 10:09:55,13.27534,52.512
2007-05-29 10:09:57,13.27527,52.5119
2007-05-29 10:09:59,13.2752,52.51176
2007-05-29 10:10:01,13.27513,52.51161
2007-05-29 10:10:03,13.27506,52.51147
2007-05-29 10:10:05,13.275,52.51133
2007-05-29 10:10:07,13.27492,52.51118
2007-05-29 10:10:09,13.27485,52.511
2007-05-29 10:10:11,13.27478,52.5109
2007-05-29 10:10:13,13.27471,52.51075
2007-05-29 10:10:15,13.27464,52.51061
2007-05-29 10:10:17,13.27457,52.51046
2007-05-29 10:10:19,13.2745,52.51032
2007-05-29 10:10:21,13.27444,52.51019
2007-05-29 10:10:23,13.2744,52.51011
2007-05-29 10:10:25,13.27433,52.51
2007-05-29 10:10:27,13.27426,52.50982
2007-05-29 10:10:29,13.27419,52.50968
2007-05-29 10:10:31,13.27414,52.50958
2007-05-29 10:10:32,13.27412,52.50953
2007-05-29 10:10:34,13.274,52.50955
2007-05-29 10:10:36,13.27351,52.50963
2007-05-29 10:10:38,13.273,52.50972
2007-05-29 10:10:40,13.27269,52.50976
2007-05-29 10:10:42,13.27215,52.50985
2007-05-29 10:10:44,13.27178,52.50991
2007-05-29 10:10:46,13.27157,52.50961
2007-05-29 10:10:48,13.27139,52.50935
2007-05-29 10:10:49,13.27126,52.50917
2007-05-29 10:10:51,13.27071,52.50913
2007-05-29 10:10:53,13.27014,52.50909
2007-05-29 10:10:55,13.26957,52.50906
2007-05-29 10:10:57,13.269,52.509
2007-05-29 10:10:59,13.26843,52.509
2007-05-29 10:11:01,13.26786,52.50894
2007-05-29 10:11:03,13.26729,52.50891
2007-05-29 10:11:05,13.26673,52.50887
2007-05-29 10:11:07,13.26616,52.50883
2007-05-29 10:11:09,13.26559,52.5088
2007-05-29 10:11:11,13.265,52.50876
2007-05-29 10:11:13,13.26445,52.50872
2007-05-29 10:11:15,13.26388,52.50869
2007-05-29 10:11:17,13.26331,52.50865
2007-05-29 10:11:19,13.26274,52.50861
2007-05-29 10:11:21,13.26217,52.50857
2007-05-29 10:11:23,13.2616,52.50854
2007-05-29 10:11:24,13.26131,52.50852
2007-05-29 10:11:26,13.26074,52.5085
